구분,기관명,지점명,본점/지점구분,상위기관_주무부처_지자체,기관유형,상세주소,대표전화,콜센터,FAX,이메일,홈페이지,기관장명
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 사상 서민금융통합지원센터,지점,금융위원회,기타공공기관,부산광역시 사상구 광장로 76 (괘법동) 송원센터빌딩 10층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 서대구 서민금융통합지원센터,지점,금융위원회,기타공공기관,대구광역시 달서구 달구벌대로 1780 (두류동) 삼희빌딩 2층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 성남 서민금융통합지원센터,지점,금융위원회,기타공공기관,경기도 성남시 분당구 황새울로258번길 31(수내동) 2층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 속초 서민금융통합지원센터,지점,금융위원회,기타공공기관,강원도 속초시 동해대로 4178 (조양동) 속초고용복지플러스센터 3층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 수원 서민금융통합지원센터,지점,금융위원회,기타공공기관,경기도 수원시 팔달구 매산로 37 (매산로2가) 코스모수원빌딩 8층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 순천 서민금융통합지원센터,지점,금융위원회,기타공공기관,전라남도 순천시 중앙로 39 (저전동) 동양생명빌딩 6층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 안동 서민금융통합지원센터,지점,금융위원회,기타공공기관,경상북도 안동시 경동로 400 (태화동) 안동고용복지플러스센터 2층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 안산 서민금융통합지원센터,지점,금융위원회,기타공공기관,경기도 안산시 단원구 중앙대로 927 (고잔동) 남양빌딩 5층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 안양 서민금융통합지원센터,지점,금융위원회,기타공공기관,경기도 안양시 만안구 안양로 270 (안양동) 남서울빌딩 7층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 양산 서민금융통합지원센터,지점,금융위원회,기타공공기관,경상남도 양산시 물금읍 증산역로 135 5층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 양천 서민금융통합지원센터,지점,금융위원회,기타공공기관,서울특별시 양천구 목동로 177 (신정동) 정동빌딩 7층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 울산 서민금융통합지원센터,지점,금융위원회,기타공공기관,울산광역시 남구 화합로 138(삼산동) 옥산빌딩 2층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 원주 서민금융통합지원센터,지점,금융위원회,기타공공기관,강원도 원주시 시청로 36 (무실동) 씨티타워 2층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 의정부 서민금융통합지원센터,지점,금융위원회,기타공공기관,경기도 의정부시 평화로 516 (의정부동) 한화생명빌딩 4층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 익산 서민금융통합지원센터,지점,금융위원회,기타공공기관,전라북도 익산시 익산대로16길 39 (창인동1가) SK빌딩 11층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 인천 서민금융통합지원센터,지점,금융위원회,기타공공기관,인천광역시 남동구 인주대로 611(구월동) 삼성생명빌딩 15층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 전주 서민금융통합지원센터,지점,금융위원회,기타공공기관,전라북도 전주시 덕진구 기린대로 396(금암동) 세광타워 3층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 제주 서민금융통합지원센터,지점,금융위원회,기타공공기관,제주특별자치도 제주시 중앙로 165 (이도일동) 제주고용복지플러스센터 3층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 중앙 서민금융통합지원센터,지점,금융위원회,기타공공기관,서울특별시 중구 세종대로 124 (태평로1가) 프레스빌딩 6층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 진주 서민금융통합지원센터,지점,금융위원회,기타공공기관,경상남도 진주시 진양호로 563 (장대동) 안성빌딩 진주고용복지플러스센터 3층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 창원 서민금융통합지원센터,지점,금융위원회,기타공공기관,경상남도 창원시 성산구 중앙대로 82(상남동) 삼성생명빌딩 3층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 천안 서민금융통합지원센터,지점,금융위원회,기타공공기관,충청남도 천안시 동남구 충절로 17 (신부동) 삼성생명빌딩 9층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 청주 서민금융통합지원센터,지점,금융위원회,기타공공기관,충청북도 청주시 상당구 상당로81번길 4 (북문로1가) 미리에셋대우증권빌딩 4층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 춘천 서민금융통합지원센터,지점,금융위원회,기타공공기관,강원도 춘천시 금강로 45 (요선동) 기업은행 춘천지점 2층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 충주 서민금융통합지원센터,지점,금융위원회,기타공공기관,충청북도 충주시 탄금대로 39 (봉방동) 세일빌딩 2층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 평택 서민금융통합지원센터,지점,금융위원회,기타공공기관,경기도 평택시 평택로 149(신대동) 2층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 포항 서민금융통합지원센터,지점,금융위원회,기타공공기관,경상북도 포항시 북구 중흥로 231(죽도동) 동양빌딩 6층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 하남 서민금융통합지원센터,지점,금융위원회,기타공공기관,경기도 하남시 미사강변대로 52(풍산동) 3층,1397,-,-,-,-,-
중앙/지방(기관리스트),서민금융진흥원,서민금융진흥원 홍성 서민금융통합지원센터,지점,금융위원회,기타공공기관,충청남도 홍성군 홍성읍 조양로 136 충남빌딩 6층 301호,1397,-,-,-,-,-
중앙/지방(기관리스트),서울대학교병원,서울대학교병원,본점,교육부,기타공공기관,서울특별시 종로구 대학로 101(연건동) 서울대학교병원,1588-5700,1588-5700,-,-,-,-
중앙/지방(기관리스트),서울대학교병원,서울대학교병원 강남센터,지점,교육부,기타공공기관,"서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터) 38~40층 서울대학교병원 강남센터",02-2112-5500,-,-,-,-,-
중앙/지방(기관리스트),서울대학교병원,서울대학교병원 분당서울대학교병원,지점,교육부,기타공공기관,경기도 성남시 분당구 구미로173번길 82 (구미동) 분당서울대학교병원,1588-3369,-,-,-,-,-
중앙/지방(기관리스트),서울대학교병원,서울대학교병원 인재원,지점,교육부,기타공공기관,경상북도 문경시 문경읍 온천강변1길 77 서울대학교병원 인재원,054-559-2200,-,-,-,-,-
중앙/지방(기관리스트),서울대학교치과병원,서울대학교치과병원,본점,교육부,기타공공기관,서울특별시 종로구 대학로 101 (연건동) 서울대학교치과병원,02-6256-3114,1522-2700,-,-,-,-
중앙/지방(기관리스트),서울대학교치과병원,서울대학교치과병원 관악서울대학교치과병원,지점,교육부,기타공공기관,서울특별시 관악구 관악로 1 (신림동) 관악서울대학교치과병원,02-6256-3900,-,02-6256-3927,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단,본점,문화체육관광부,준정부기관(기금관리형),서울특별시 송파구 올림픽로 424(방이동) 올림픽문화센터,02-410-1114,410-1114,02-410-1219,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 강남스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),서울특별시 강남구 학동로 171 (논현동) 강남스피존,02-549-0072,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 경주사업총괄본부(경륜),지점,문화체육관광부,준정부기관(기금관리형),경기도 광명시 광명로 721 (광명동) 경륜사업본부(광명스피돔),02-2067-5000,-,02-2067-5308,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 경주사업총괄본부(경정),지점,문화체육관광부,준정부기관(기금관리형),경기도 하남시 미사대로 505 (신장동) 경정사업본부,031-790-8496,-,031-790-8428,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 관악스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),서울특별시 관악구 신림로59길 23 (신림동) 관악스피존,02-874-4221,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 동대문스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),서울특별시 중구 장충단로 263 (을지로6가) 동대문스피존,02-2067-6161,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 부천사업소TF(경륜),지점,문화체육관광부,준정부기관(기금관리형),경기도 부천시 부천로 1(심곡본동) 부천사업소TF,032-664-7887,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 분당스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),경기도 성남시 분당구 성남대로925번길 11 (야탑동) 분당스피존,031-703-5721,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 산본사업소TF(경륜),지점,문화체육관광부,준정부기관(기금관리형),경기도 군포시 번영로 504(산본동) 산본사업소TF,031-399-2781,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 성북스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),서울특별시 성북구 동소문로 300 (하월곡동) 성북스피존,02-918-0542,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 수원사업소TF(경륜),지점,문화체육관광부,준정부기관(기금관리형),경기도 수원시 팔달구 효원로 288(인계동) 수원사업소TF,031-224-5700,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 시흥스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),경기도 시흥시 월곶중앙로 38 (월곶동) 시흥스피존,031-404-4500,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 올림픽유스호스텔(서울올림픽파크텔),지점,문화체육관광부,준정부기관(기금관리형),서울특별시 송파구 올림픽로 448 (방이동) 서울올림픽파크텔,02-410-2114,-,02-410-2102,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 의정부스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),경기도 의정부시 시민로 80 (의정부동) 의정부스피존,031-837-9999,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 인천스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),인천광역시 중구 참외전로 125 (인현동) 인천스피존,032-764-0900,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 장안스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),서울특별시 동대문구 장한로2길 33 (장안동) 장안스피존,02-2247-3654,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 중랑스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),서울특별시 중랑구 상봉로 117 (상봉동) 상봉스피존,02-2209-7670,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 천안스피존(경륜·경정),지점,문화체육관광부,준정부기관(기금관리형),충청남도 천안시 서북구 두정로 220 (두정동) 천안스피존,041-566-9999,-,-,-,-,-
중앙/지방(기관리스트),서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단 한국스포츠정책과학원,지점,문화체육관광부,준정부기관(기금관리형),서울특별시 노원구 화랑로 727 (공릉동) 한국스포츠정책과학원,02-970-9500,-,02-970-9502,-,-,-
중앙/지방(기관리스트),서울요양원,서울요양원,본점,보건복지부,준정부기관(위탁집행형),서울특별시 강남구 헌릉로590길 50 (세곡동) 국민건강보험공단 서울요양원,02-2160-1000,-,02-6918-0883,-,-,-
중앙/지방(기관리스트),선박해양플랜트연구소,선박해양플랜트연구소,본점,해양수산부,기타공공기관,대전광역시 유성구 유성대로1312번길 32 (장동) 한국해양과학기술원 부설 선박해양플랜트연구소,042-866-3114,-,-,-,-,-
중앙/지방(기관리스트),세종학당재단,세종학당재단,본점,문화체육관광부,기타공공기관,서울특별시 서초구 반포대로 22 (서초동) 서초평화빌딩 11-12층,02-3276-0700,-,-,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단,본점,중소벤처기업부,준정부기관(기금관리형),대전광역시 유성구 지족로364번길 92 (지족동) 2층 소상공인시장진흥공단,1357-1357,1357-1357,-,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (강원)강릉센터,지점,중소벤처기업부,준정부기관(기금관리형),강원도 강릉시 종합운동장길 88 (교동) 대한상공회의소 3층,033-645-1950,-,033-645-3695,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (강원)삼척센터,지점,중소벤처기업부,준정부기관(기금관리형),강원도 삼척시 중앙로 296 (교동) 삼척시청 1층,033-575-1950,-,033-575-1953,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (강원)원주센터,지점,중소벤처기업부,준정부기관(기금관리형),강원도 원주시 호저로 47 (우산동) 강원도산업경제진흥원 201호,033-746-1950,-,033-746-1990,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (강원)춘천센터,지점,중소벤처기업부,준정부기관(기금관리형),강원도 춘천시 금강로 81 (운교동) 신한은행강원본부 2층,033-243-1950,-,033-244-9164,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)고양센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 고양시 일산동구 장백로 204 (장항동) 보림빌딩 604호,031-925-4266,-,031-925-4269,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)광명센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 광명시 오리로 904 (철산동) 영우프라자빌딩 5층 505호,02-2066-6348,-,02-2066-6347,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)부천센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 부천시 장말로 289 (심곡동) 부천상공회의소 1층,032-655-0381,-,032-655-0383,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)성남센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 성남시 분당구 황새울로 346 (서현동) 우리은행 건물 4층,031-705-7341,-,031-707-7345,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)수원센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 수원시 영통구 반달로 87 (영통동) 경기지방중소기업청 1층,031-244-5161,-,031-244-5123,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)안산센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 안산시 단원구 중앙대로 815 (고잔동) 1층,031-482-2590,-,031-482-2593,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)안양센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 안양시 동안구 시민대로 278 (관양동) 신한은행평촌지점 3층,031-383-1002,-,031-383-0550,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)의정부센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 의정부시 신흥로 251 (의정부동) 구성타워 14층,031-876-4384,-,031-876-4386,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)평택센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 평택시 송탄로 421 (지산동) 송탄농협 중앙지점 3층,031-666-0260,-,031-666-0270,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경기)화성센터,지점,중소벤처기업부,준정부기관(기금관리형),경기도 화성시 동탄반석로 144 (반송동) 동탄스카이뷰빌딩 503호,031-8015-5301,-,031-8015-5304,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경남)김해센터,지점,중소벤처기업부,준정부기관(기금관리형),경상남도 김해시 호계로422번길 24 (부원동) 김해상공회의소 1층,055-323-4960,-,055-323-4963,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경남)진주센터,지점,중소벤처기업부,준정부기관(기금관리형),경상남도 진주시 충의로 26 (충무공동) 경남은행 영업본부 3층,055-758-6701,-,055-758-7102,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경남)창원센터,지점,중소벤처기업부,준정부기관(기금관리형),경상남도 창원시 성산구 중앙대로 23 (중앙동) 경남은행창원영업부 3층,055-275-3261,-,055-275-3264,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경남)통영센터,지점,중소벤처기업부,준정부기관(기금관리형),경상남도 통영시 광도면 죽림1로 73 농협은행(한려지점) 3층,061-648-2107,-,061-648-2109,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경북)경주센터,지점,중소벤처기업부,준정부기관(기금관리형),경상북도 경주시 북문로 125-5 (성동동) 한국외식업중앙회 경주시지부 3층,054-776-8343,-,054-776-8346,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경북)구미센터,지점,중소벤처기업부,준정부기관(기금관리형),경상북도 구미시 구미대로 350-27 (신평동) 구미시종합비즈니스지원센터 4층 408호,054-475-5682,-,054-475-5681,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경북)안동센터,지점,중소벤처기업부,준정부기관(기금관리형),경상북도 안동시 경동로 661 (남부동) 남부빌딩 2층,054-854-3281,-,054-854-3284,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (경북)포항센터,지점,중소벤처기업부,준정부기관(기금관리형),경상북도 포항시 북구 포스코대로 299 (죽도동) 신한은행 4층,054-231-4363,-,054-231-4364,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (광주)남부센터,지점,중소벤처기업부,준정부기관(기금관리형),광주광역시 서구 천변좌로 268 (양동) 21층,062-366-2122,-,062-366-2136,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (광주)북부센터,지점,중소벤처기업부,준정부기관(기금관리형),광주광역시 북구 동문대로 193 (두암동) 동광주빌딩 2층,062-525-2724,-,062-525-2726,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (광주)서부센터,지점,중소벤처기업부,준정부기관(기금관리형),광주광역시 광산구 하남산단8번로 177 (도천동) 광주광역시경제고용진흥원 7층,062-954-2084,-,062-954-2085,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (대구)남부센터,지점,중소벤처기업부,준정부기관(기금관리형),대구광역시 중구 국채보상로102길 2 (동산동) 우리은행(동산동지점) 3층,053-629-4200,-,053-628-4314,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (대구)북부센터,지점,중소벤처기업부,준정부기관(기금관리형),대구광역시 북구 옥산로17길 14 (칠성동2가) 리치프라자 2층,053-341-1500,-,053-341-3900,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (대전)남부센터,지점,중소벤처기업부,준정부기관(기금관리형),대전광역시 중구 중앙로 76 (대흥동) 영민빌딩 3층 303호(하나은행 대흥동지점 3층),042-223-5301,-,042-223-0665,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (대전)북부센터,지점,중소벤처기업부,준정부기관(기금관리형),대전광역시 유성구 가정북로 96 (장동) 102호,042-864-1602,-,042-864-1606,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (부산)남부센터,지점,중소벤처기업부,준정부기관(기금관리형),부산광역시 연제구 중앙대로 1090 (연산동) 프라임시티 6층,051-633-6562,-,051-633-0675,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (부산)동부센터,지점,중소벤처기업부,준정부기관(기금관리형),부산광역시 수영구 수영로 591 (광안동) 부산은행 광안동지점 2층,051-761-2561,-,051-761-2564,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (부산)북부센터,지점,중소벤처기업부,준정부기관(기금관리형),부산광역시 북구 만덕대로27번길 3 (덕천동) 대흥빌딩 8층,051-341-8052,-,051-342-8175,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (부산)중부센터,지점,중소벤처기업부,준정부기관(기금관리형),부산광역시 중구 중앙대로 63 (중앙동3가) 부산우체국 12층,051-469-1644,-,051-469-3286,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (서울)남부센터,지점,중소벤처기업부,준정부기관(기금관리형),서울특별시 서초구 서초중앙로 117 (서초동) 훈민타워 4층,02-585-8622,-,02-585-8626,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (서울)동부센터,지점,중소벤처기업부,준정부기관(기금관리형),서울특별시 광진구 자양로 142 (구의동) 청양빌딩 4층,02-2215-0981,-,02-2215-0984,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (서울)북부센터,지점,중소벤처기업부,준정부기관(기금관리형),서울특별시 강북구 도봉로 186 (미아동) 제이슨빌딩 5층,02-990-9101,-,02-990-9104,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (서울)서부센터,지점,중소벤처기업부,준정부기관(기금관리형),서울특별시 영등포구 영등포로 33 (양평동2가) 목동비즈타워 604호,02-839-8311,-,02-839-8730,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (서울)중부센터,지점,중소벤처기업부,준정부기관(기금관리형),서울특별시 종로구 삼봉로 95 (견지동) 대성스카이렉스 102동 2층,02-720-4711,-,02-730-9360,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (울산)울산센터,지점,중소벤처기업부,준정부기관(기금관리형),울산광역시 남구 돋질로 97 (신정동) 울산상공회의소 5층,052-260-6388,-,052-260-2472,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (인천)남부센터,지점,중소벤처기업부,준정부기관(기금관리형),인천광역시 미추홀구 인주대로 416 (주안동) 삼원빌딩 2층,032-437-3570,-,032-437-3574,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (인천)북부센터,지점,중소벤처기업부,준정부기관(기금관리형),인천광역시 부평구 부흥로 337 (부평동) 부흥오거리 신한은행건물 5층,032-514-4010,-,032-514-4014,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (전남)나주센터,지점,중소벤처기업부,준정부기관(기금관리형),전라남도 나주시 빛가람로 685 (빛가람동) 비전타워 306호,061-332-5302,-,061-332-5309,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (전남)목포센터,지점,중소벤처기업부,준정부기관(기금관리형),전라남도 무안군 삼향읍 오룡3길 2 전남중소기업종합지원센터 5층 內,061-285-6347,-,061-285-6349,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (전남)순천센터,지점,중소벤처기업부,준정부기관(기금관리형),전라남도 순천시 해룡면 향매로 109 5층,061-741-4153,-,061-741-4159,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (전남)여수센터,지점,중소벤처기업부,준정부기관(기금관리형),전라남도 여수시 좌수영로 55 (광무동) 여수상공회의소 4층,061-665-3600,-,061-665-3607,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (전북)군산센터,지점,중소벤처기업부,준정부기관(기금관리형),전라북도 군산시 중앙로 124 (중앙로2가) 흥국생명빌딩 301호,063-445-6317,-,063-445-6316,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (전북)남원센터,지점,중소벤처기업부,준정부기관(기금관리형),전라북도 남원시 향단로 83 (동충동) KT빌딩 1층,063-626-0371,-,063-626-0372,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (전북)익산센터,지점,중소벤처기업부,준정부기관(기금관리형),전라북도 익산시 인북로 187 (남중동) 상공회의소 3층,063-853-4411,-,063-853-4413,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (전북)전주센터,지점,중소벤처기업부,준정부기관(기금관리형),전라북도 전주시 완산구 홍산로 276 (효자동3가) 전주상공회의소 4층,063-231-8110,-,063-231-8112,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (전북)정읍센터,지점,중소벤처기업부,준정부기관(기금관리형),전라북도 정읍시 중앙로 72 (연지동) 기업은행 3층,063-533-1781,-,063-533-1783,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (제주)제주센터,지점,중소벤처기업부,준정부기관(기금관리형),제주특별자치도 제주시 연삼로 473 (이도이동) 제주도중소기업종합지원센터 4층,064-751-2101,-,064-751-2103,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (충남)공주센터,지점,중소벤처기업부,준정부기관(기금관리형),충청남도 공주시 무령로 204 (반죽동) 금성빌딩 3층,041-852-1183,-,041-852-1186,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (충남)논산센터,지점,중소벤처기업부,준정부기관(기금관리형),충청남도 논산시 중앙로410번길 6 (취암동) 문경빌딩 3층 구 황산빌딩,041-733-5064,-,041-733-5067,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (충남)서산센터,지점,중소벤처기업부,준정부기관(기금관리형),충청남도 서산시 고운로 177 (동문동) 2호,041-663-4981,-,041-663-4980,-,-,-
중앙/지방(기관리스트),소상공인시장진흥공단,소상공인시장진흥공단 (충남)천안아산센터,지점,중소벤처기업부,준정부기관(기금관리형),충청남도 천안시 서북구 광장로 215 (불당동) 소상공인시장진흥공단 천안아산센터,041-567-5302,-,041-567-5308,-,-,-
